@relation aux
@attribute focal_depth numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute class {'majority','minority'}
@data
77,-0.15,-17.97,'majority'
45,-37.27,179.32,'majority'
43,7.15,84.33,'majority'
552,42.48,131.05,'majority'
0,73.32,54.97,'minority'
64,9.2,126.19,'majority'
128,-7.02,-76.19,'majority'
542,9.23,123.92,'majority'
33,-4.4,-102.1,'minority'
33,-4.37,-102.04,'minority'
33,-54.97,146.25,'majority'
0,70.8,53.42,'majority'
567,41.93,130.99,'minority'
56,35.67,140.64,'majority'
33,-32.98,-71.87,'majority'
33,-61.05,-21.7,'minority'
28,-14.34,167.06,'majority'
32,0.52,-29.47,'majority'
56,19.42,-104.98,'minority'
517,-21.95,-63.65,'minority'
0,70.8,53.92,'minority'
48,-2.96,139.34,'majority'
7,-25.98,-67.72,'majority'
18,51.52,-175.27,'majority'
60,49.99,156.33,'majority'
270,-31.2,-179.47,'majority'
62,49.99,156.31,'majority'
56,38.98,141.93,'minority'
45,53.61,160.49,'majority'
124,-15.18,167.43,'minority'
23,-35.59,-74.54,'majority'
42,43.25,146.75,'majority'
26,-19.9,169.66,'majority'
0,50.03,79.02,'majority'
52,51.38,-177.85,'majority'
42,-9.52,119.39,'minority'
191,-20.61,-176.32,'majority'
517,-23.88,180,'minority'
13,-14.56,166.8,'minority'
43,-15.13,166.91,'minority'
41,-14.92,166.48,'majority'
10,-15.37,166.54,'majority'
83,-22.49,-68.26,'minority'
92,-12.28,-76.3,'minority'
24,-38.84,46.43,'majority'
36,-14.45,166.87,'minority'
27,42.03,143.89,'majority'
51,-5.15,134.15,'majority'
32,-7.39,155.92,'majority'
33,-7,155.78,'majority'
12,-7.28,155.63,'minority'
21,18.93,120.13,'majority'
39,-5.13,133.91,'majority'
46,-7.35,155.82,'majority'
7,53.74,-164.7,'majority'
10,-3.79,134.01,'majority'
391,33.17,136.98,'majority'
46,44.01,147.78,'majority'
37,1.27,97.63,'minority'
34,9.51,-83.95,'majority'
19,-20.02,169.77,'minority'
47,-7.48,156.2,'majority'
57,-7.48,156.01,'majority'
154,48.31,153.16,'majority'
25,-14.91,-172.83,'majority'
504,-23.93,179.88,'minority'
74,12.57,144.24,'majority'
23,57.56,-153.92,'majority'
8,55.15,-160.57,'majority'
6,55.05,-160.51,'minority'
44,-26.28,-175.78,'minority'
386,-31.55,179.79,'minority'
33,-33.49,-177.31,'minority'
10,34.57,138.75,'majority'
33,-4.3,-102.07,'majority'
17,28.19,103.98,'majority'
43,1.87,126.48,'minority'
26,19.73,147.34,'minority'
58,49.98,156.22,'minority'
100,-11.17,-75.01,'majority'
141,-6.55,106.77,'majority'
13,-17.68,167.8,'majority'
7,-17.62,167.53,'minority'
0,49.91,78.91,'majority'
256,-15.89,-175.04,'minority'
397,-31.88,179.94,'minority'
52,-56.03,-27.47,'majority'
0,-2.25,141.1,'majority'
20,-26.02,84.3,'minority'
68,-4.72,152.56,'majority'
33,-29.22,-175.94,'minority'
77,-29.37,-176.13,'minority'
16,45.2,93.86,'majority'
45,36.44,141.17,'minority'
12,7.76,-77.57,'minority'
10,7.74,-77.54,'majority'
50,46.22,153.14,'minority'
46,46.01,152.88,'majority'
210,36.42,70.76,'minority'
7,39.34,73.77,'minority'
26,39.46,73.63,'majority'
19,-38.34,-73.27,'majority'
45,32.18,142.37,'majority'
0,73.41,54.93,'minority'
34,18.27,119.2,'majority'
62,-4.26,143.55,'majority'
60,-9.8,108.49,'minority'
40,55.25,162,'majority'
331,-30.54,-178.03,'majority'
105,-6.2,146.1,'majority'
41,-0.28,12.83,'majority'
5,43.12,146.56,'minority'
9,-12.24,-77.58,'minority'
41,17.37,-61.99,'minority'
34,44.64,150.09,'minority'
596,-17.97,-178.49,'majority'
18,-8.4,154.03,'minority'
33,-15.49,167.1,'minority'
156,-6.93,129.52,'minority'
0,70.81,53.91,'minority'
125,42.53,141.75,'majority'
6,-12.44,-77.46,'minority'
55,-6.44,105.38,'minority'
31,-15.91,-178.47,'majority'
58,2.27,121.06,'majority'
44,35.85,141.1,'majority'
62,-15.12,167.16,'minority'
36,-53.59,-28.26,'majority'
29,-6.06,154.23,'minority'
58,-15.24,167.3,'majority'
429,30.71,138.44,'minority'
32,-6.15,153.05,'majority'
32,-5.04,129.99,'minority'
20,0.51,97.89,'majority'
156,-7.65,-74.46,'minority'
32,-2.3,99.01,'majority'
7,51.66,174.59,'majority'
45,35.05,72.91,'majority'
58,61.92,-149.72,'majority'
74,-2.99,101.68,'majority'
82,-4.93,130.09,'minority'
99,-17.86,-174.57,'majority'
1,32.38,78.5,'minority'
49,31.94,78.53,'majority'
6,35.05,141.37,'majority'
40,7.18,-77.76,'minority'
2,53,173.47,'majority'
10,53.08,173.58,'minority'
16,40.66,122.63,'minority'
9,-7.24,149.58,'minority'
43,51.32,-179.44,'minority'
333,-24.98,-178.88,'minority'
72,-6.07,148.21,'majority'
574,-17.84,-178.53,'majority'
7,-2.39,126.15,'minority'
31,27.47,56.24,'majority'
28,-29.89,-71.4,'minority'
86,-21.75,170.53,'minority'
111,-4.26,-77.01,'minority'
29,22.68,122.84,'minority'
429,-32.36,179.88,'majority'
5,42.04,-112.41,'majority'
131,-4.06,152.75,'minority'
33,-50.84,139.19,'majority'
93,-14.79,-72.66,'majority'
15,71.49,-10.36,'minority'
31,-36.41,-98.82,'majority'
17,16.47,-98.86,'majority'
472,-31.79,-179.51,'majority'
33,35.8,79.86,'majority'
24,37.2,142.09,'majority'
30,-38.03,-72.78,'minority'
37,1.03,126.02,'majority'
1,22.7,122.61,'majority'
34,35.98,-17.56,'minority'
97,0.75,122.61,'minority'
647,-20.61,-179.14,'majority'
59,-4.5,153.53,'majority'
0,44.39,146.87,'majority'
72,43.26,147.39,'majority'
42,36.31,143.3,'minority'
65,43.51,147.65,'minority'
39,-3.1,148,'minority'
53,30.07,142.15,'majority'
549,38.78,130.09,'minority'
112,21.42,94.62,'majority'
20,32.84,142.43,'majority'
81,6.51,126.65,'majority'
88,-10.34,161.2,'majority'
54,-6.64,155.09,'minority'
49,-7.15,155.21,'minority'
58,-6.63,154.66,'minority'
63,-6.84,155.41,'minority'
93,-9.84,123.96,'majority'
46,53.48,-161.39,'minority'
33,-2.51,146.03,'minority'
187,-22.73,-66.62,'minority'
53,-6.9,147.77,'majority'
41,54.92,167.87,'majority'
0,73.34,54.5,'minority'
68,10.04,125.86,'majority'
65,-10.13,121.7,'majority'
32,38.51,40.77,'minority'
66,7.05,-104.18,'minority'
27,-34.74,81.88,'majority'
12,-20.45,-173.96,'minority'
123,-9.49,-74.65,'majority'
47,-4.83,102.24,'minority'
19,-4.83,102.04,'majority'
69,-12.54,166.47,'minority'
23,0.91,-26.71,'minority'
128,-15.4,167.55,'minority'
11,-24.91,-175.16,'minority'
33,-24.2,-175.1,'minority'
106,-7.54,128.76,'minority'
0,70.84,53.53,'minority'
0,73.33,54.93,'minority'
61,6.54,126.81,'majority'
39,-22.91,-70.48,'majority'
0,49.91,78.92,'majority'
62,42.05,142.66,'majority'
48,12.47,126.01,'minority'
117,13.82,144.79,'minority'
405,-18.39,-177.88,'majority'
30,12.5,126.06,'minority'
44,13.83,125.07,'majority'
35,12.91,125.89,'minority'
69,-12.25,166.61,'majority'
0,7.55,-77.5,'majority'
411,-33.02,-179.96,'majority'
51,-57.78,-25.52,'majority'
11,19.46,-155.14,'majority'
49,-14.92,-172.88,'minority'
94,-11.54,-74.52,'majority'
69,-7.01,155.75,'majority'
33,-11.74,164.81,'majority'
546,51.93,151.57,'minority'
102,-4.07,142.11,'minority'
33,-16.22,-172.47,'minority'
18,-56.8,-68.42,'majority'
23,-28.78,-177.39,'minority'
101,-13.31,-74.94,'majority'
5,66.25,-16.54,'majority'
29,-29.48,-177.57,'minority'
56,-29.02,-177.42,'minority'
42,-29.64,-176.76,'majority'
64,-30.01,-176.85,'minority'
33,-32.67,-178.21,'majority'
11,-32.65,-177.81,'minority'
5,44.74,149.15,'minority'
615,-7.46,119.89,'minority'
54,-28.65,-177.38,'majority'
48,44.62,149.69,'majority'
68,-29.35,-177.29,'minority'
48,17.15,-100.23,'majority'
38,54.52,162.02,'majority'
5,15.28,-89.19,'minority'
37,-5.96,146.33,'majority'
40,-57.39,-64.46,'majority'
0,12.98,125.74,'minority'
71,-6.36,154.84,'majority'
9,-39.93,-74.89,'majority'
50,-8.36,121.46,'majority'
98,-14.77,167.12,'minority'
25,-10.62,165.06,'minority'
75,-29.92,-177.8,'minority'
3,-30.6,-178.21,'majority'
35,3.96,-85.88,'majority'
21,-3.94,152.04,'majority'
10,40.31,63.72,'minority'
5,40.18,63.79,'minority'
19,0.85,-79.63,'minority'
19,28.7,52.12,'majority'
19,-44.58,167.64,'majority'
10,-29.93,-177.62,'minority'
12,46.35,13.26,'majority'
21,-7.47,154.68,'majority'
21,-7.58,154.61,'majority'
40,-51.6,139.76,'majority'
32,-32.63,-178.19,'majority'
146,-37.28,177.16,'minority'
5,-11.62,-74.45,'majority'
14,40.35,63.45,'minority'
161,4.49,-75.77,'majority'
72,-31.3,-177.67,'majority'
198,3.69,125.14,'majority'
112,-5.91,145.88,'majority'
107,-5.6,154.29,'minority'
164,-5.6,148.35,'majority'
122,-5.02,153.65,'majority'
56,-10.51,-78.3,'majority'
3,24.51,98.95,'majority'
27,-41.5,-75.34,'minority'
96,-5.13,153.55,'minority'
79,-10.08,161.06,'minority'
36,-7.38,154.69,'majority'
28,14.06,124.87,'minority'
48,17.45,-100.65,'minority'
36,0.52,134.75,'majority'
21,24.79,125.98,'majority'
1,3.4,96.28,'minority'
35,0.53,134.84,'majority'
33,-4.58,140.13,'minority'
35,-4.34,139.86,'majority'
26,3.78,126.81,'minority'
33,-4.52,140.24,'majority'
20,-33.78,-177.83,'minority'
29,-29.51,25.17,'majority'
0,49.85,78.97,'majority'
33,-50.01,-115.1,'majority'
402,47.31,145.75,'majority'
25,7.48,-78.28,'minority'
3,7.41,-78.05,'minority'
37,-8.21,114.87,'minority'
41,-8.17,114.84,'majority'
62,-4.18,152.76,'minority'
10,39.56,117.87,'minority'
37,39.71,118.37,'minority'
0,47.81,48.1,'majority'
6,-30.32,-177.87,'majority'
43,-20.59,169.31,'minority'
31,26.7,97.04,'minority'
9,32.78,104.09,'minority'
146,-34.28,-176.53,'minority'
8,6.22,124.11,'minority'
33,7.18,123.55,'majority'
52,7.33,123.54,'majority'
44,7.35,123.42,'majority'
33,10.09,125.9,'minority'
17,7.22,122.99,'minority'
165,-6.77,129.62,'majority'
15,32.59,104.25,'minority'
18,32.49,104.18,'minority'
55,6.52,124.07,'majority'
0,49.95,78.98,'majority'
51,1.03,147.56,'majority'
12,-9.2,148.17,'majority'
51,44.78,149.21,'minority'
0,73.41,54.5,'majority'
40,6.93,124.04,'majority'
16,-30.48,-177.42,'minority'
20,-6.43,153,'minority'
115,-10.45,161.34,'majority'
196,36.5,70.58,'majority'
33,-4.54,139.93,'minority'
47,-29.36,77.65,'majority'
64,8.52,126.41,'minority'
32,6.98,123.89,'majority'
44,38.12,142.26,'majority'
27,39.5,117.73,'minority'
33,-8.84,156.97,'minority'
52,7.09,123.59,'minority'
0,49.97,79.01,'majority'
10,39.05,44.04,'minority'
424,-19.5,-177.7,'minority'
11,41.33,-125.66,'majority'
190,36.52,71.05,'minority'
70,-20.57,-68.93,'minority'
0,49.87,78.89,'majority'
370,-31.95,179.18,'majority'
503,28.04,139.67,'majority'
11,28.27,130.67,'minority'
6,48.84,-129.13,'majority'
47,23.41,143.71,'majority'
112,-7.9,109,'majority'
27,-2.51,126.68,'majority'
43,38.19,90.97,'majority'
33,-3.65,144.5,'majority'
67,-24.93,-68.68,'minority'
22,-41.74,174.3,'majority'
15,37.02,95.73,'majority'
55,5.04,126.63,'majority'
20,40.11,70.86,'minority'
555,-24.66,-63.39,'majority'
31,-66.49,-82.45,'minority'
33,-60.96,-22.96,'minority'
49,0.54,126.05,'minority'
46,33.15,141.06,'minority'
33,-41.31,80.52,'majority'
44,53.54,169.96,'minority'
54,-6.26,147.59,'majority'
52,6.74,123.74,'minority'
86,45.83,26.72,'minority'
556,41.66,131.05,'majority'
56,-4.96,131.03,'majority'
40,16.73,122.29,'minority'
43,44.16,148.23,'minority'
0,-21.89,-138.96,'majority'
24,27.59,56.38,'minority'
119,-14.76,167.11,'majority'
23,27.57,56.3,'majority'
33,-16.79,-172.02,'minority'
49,-9.9,160.44,'minority'
33,-9.97,160.59,'majority'
33,-9.94,160.48,'minority'
33,-9.76,160.69,'minority'
33,-9.73,160.17,'minority'
31,-10,160.77,'minority'
63,-10.21,160.74,'majority'
42,-10.31,160.74,'majority'
53,-1.81,120.46,'majority'
0,49.86,78.84,'majority'
21,-14.02,-14.49,'majority'
69,-22.91,-175.74,'minority'
31,22.68,-45.11,'majority'
109,-7.73,127.77,'majority'
44,1.42,126.36,'minority'
120,-56.17,-27.7,'minority'
33,-53.82,158.84,'minority'
37,16.86,122.39,'minority'
48,-33.79,-179.58,'minority'
17,-15.29,-173.07,'minority'
3,-8.04,155.56,'minority'
103,-56.11,-27.83,'minority'
45,-10.58,161.35,'majority'
53,-17.58,-174.39,'minority'
62,-6.55,155,'majority'
60,-7.89,107.55,'majority'
36,46.76,153.63,'majority'
54,-11.21,118.43,'majority'
33,-11.16,118.41,'minority'
39,-10.94,118.4,'majority'
33,-10.89,119.17,'majority'
33,-11.1,119.09,'majority'
51,-10.88,119.26,'minority'
33,-59.54,-20.59,'minority'
4,-8.1,125.38,'minority'
11,17.46,119.8,'minority'
74,-11.04,119.17,'majority'
59,-13.74,166.74,'minority'
24,51.31,177.91,'majority'
0,50.05,78.93,'majority'
4,34.95,23.05,'majority'
43,11.8,143.12,'majority'
26,-1.92,126.64,'majority'
34,-11.29,118.1,'majority'
29,-9.99,117.29,'majority'
24,-25.87,-175.37,'minority'
33,-15.78,-173.01,'majority'
33,-27.93,173.13,'minority'
592,-27.96,-62.82,'minority'
103,-6.21,146.66,'majority'
33,-11.48,118.21,'minority'
95,-10.2,161.16,'majority'
4,-31.04,-67.76,'minority'
33,-31.02,-67.51,'minority'
0,-21.86,-138.94,'minority'
26,-31.37,-67.79,'majority'
17,-31.44,-67.44,'majority'
0,49.93,78.89,'minority'
64,-5.01,145.1,'majority'
22,3.52,95.91,'majority'
21,-31.24,-67.9,'majority'
42,25.54,143.25,'minority'
10,16.54,40.32,'majority'
86,-5.13,151.79,'minority'
125,-15.37,-71.71,'minority'
19,18.79,121.91,'majority'
50,44.56,149.58,'minority'
24,34.8,139.22,'minority'
20,-31.25,-68,'majority'
112,-34.29,-70.38,'majority'
46,-4.2,123.37,'majority'
64,-5.39,151.73,'minority'
81,-26,-177.24,'minority'
80,-0.07,124.1,'majority'
34,-30.63,-177.6,'majority'
99,-8.7,124,'majority'
60,38.83,142.03,'minority'
537,-4.94,125.25,'majority'
517,-4.88,125.35,'minority'
49,29.33,130.53,'majority'
33,-26.6,-114.59,'majority'
75,-4.66,153.06,'minority'
436,31.93,137.62,'majority'
441,31.99,137.61,'minority'
278,26.45,140.76,'minority'
47,-22.91,-175.3,'majority'
60,43.86,148.84,'minority'
53,43.99,148.91,'majority'
36,44.22,148.87,'minority'
45,44.09,148.68,'majority'
56,44.27,148.9,'majority'
82,44.7,148.17,'minority'
48,44.41,149.58,'minority'
48,44.3,149.6,'minority'
28,29.68,-67.45,'minority'
62,44.11,148.62,'minority'
34,42.84,78.6,'minority'
70,-8.62,125.07,'majority'
33,-27.97,-70.3,'majority'
97,-19.63,169.1,'majority'
62,-4.94,133.99,'minority'
51,10.06,-77.89,'majority'
2,44.38,149.42,'majority'
59,-11.39,116.68,'minority'
12,-9.43,148.94,'majority'
10,56.52,-152.61,'majority'
118,5.14,127.44,'minority'
230,36.64,71.26,'majority'
37,4.69,124.61,'majority'
54,-5.92,103.92,'majority'
49,-9.88,160.5,'minority'
70,-37.84,176.73,'minority'
182,-14.6,167.31,'minority'
43,-0.74,127.33,'majority'
160,31.07,130.1,'minority'
28,51.24,-179.25,'majority'
30,24.29,142.7,'majority'
22,-1.05,146.48,'majority'
33,40.4,63.66,'majority'
0,49.88,78.81,'majority'
48,38.23,142.02,'minority'
39,38.38,142.41,'majority'
29,8.28,122.43,'minority'
41,8.24,122.36,'majority'
153,7.85,126.38,'minority'
0,-17.06,-172.28,'minority'
3,40.78,23.24,'minority'
380,48.27,148.66,'majority'
37,-5.05,102.38,'majority'
0,-5.07,102.33,'majority'
25,-15.27,-175.45,'majority'
27,-18.27,167.99,'majority'
0,49.84,78.92,'majority'
43,0.55,126.24,'majority'
11,52.26,-168.84,'majority'
305,-14.95,-175.81,'majority'
45,-4.2,152.84,'majority'
34,22.19,121.42,'minority'
37,-20.64,172.57,'majority'
49,-26.52,-70.66,'minority'
16,-0.14,131.79,'majority'
0,73.31,54.7,'majority'
57,-59.8,-26.33,'majority'
39,-30.62,-178.07,'minority'
8,-47.53,32.26,'majority'
0,49.98,79.02,'majority'
37,-7.53,156.5,'majority'
116,24.81,121.87,'minority'
215,-13.35,167.13,'majority'
44,-30.57,-178.06,'majority'
0,49.91,78.94,'minority'
48,48.21,154.33,'minority'
34,33.37,57.44,'minority'
217,-13.94,167.18,'minority'
138,-14.92,167.14,'majority'
50,39.4,74.76,'majority'
50,33.47,140.95,'majority'
0,47.81,48.09,'majority'
61,-5.45,152.02,'majority'
7,39.34,72.56,'majority'
37,37.71,48.95,'minority'
42,-11.21,162.13,'majority'
39,-11.14,162.16,'minority'
27,47.79,146.54,'majority'
63,-10.92,162.16,'majority'
0,49.93,78.77,'minority'
23,16.07,-96.55,'minority'
0,-21.85,-139,'majority'
85,-10.22,161.48,'majority'
118,44.55,146.67,'minority'
465,-7.08,117.95,'majority'
36,7.33,123.4,'minority'
40,0.55,126.06,'minority'
0,47.78,48.14,'majority'
7,-8.27,121.38,'majority'
47,23.17,122,'minority'
10,33.96,59.53,'majority'
0,47.87,48.06,'minority'
38,-30.02,-177.47,'majority'
45,17.53,-100.79,'majority'
35,-18.52,168.15,'majority'
12,54.8,-161.29,'majority'
54,0.02,126.01,'majority'
114,5.23,127.36,'minority'
149,6.01,126.01,'majority'
135,-15.57,167.57,'majority'
48,-13.61,166.66,'minority'
42,-16.52,-72.6,'minority'
46,40.22,143.55,'majority'
17,60.73,-141.55,'minority'
4,1.02,120.4,'majority'
3,17.76,-101.3,'minority'
75,18.02,-69.03,'minority'
24,41.95,83.38,'majority'
38,3.02,127.01,'minority'
4,42.05,19.05,'minority'
545,5.66,123.59,'majority'
108,-0.05,123.03,'majority'
596,-20.82,-178.67,'majority'
30,9.3,125.57,'majority'
77,-21.22,169.72,'minority'
123,-6.38,105.93,'majority'
256,19,145.42,'majority'
51,-22.95,-69.09,'majority'
598,24.13,142.41,'majority'
27,0.66,126.08,'minority'
55,56.65,-156.72,'minority'
209,-15.44,-70.05,'majority'
46,52.68,-166.97,'minority'
111,36.45,31.72,'majority'
54,-24.6,-70.18,'majority'
40,-8.32,115.92,'minority'
6,-30.73,117.21,'majority'
31,8.14,-38.12,'majority'
109,-56.02,-27.98,'majority'
87,-6.55,147.28,'majority'
15,38.79,26.57,'majority'
108,17.04,-94.61,'minority'
9,49.88,78.92,'minority'
190,-5,145.58,'minority'
30,-19.86,-173.04,'majority'
0,7.11,-82.31,'majority'
62,43.88,146.72,'minority'
51,-32.16,-71.4,'minority'
0,50.05,79.06,'majority'
74,33.87,131.91,'majority'
32,-11.16,107.72,'minority'
0,-21.86,-139,'minority'
0,49.86,78.94,'minority'
204,-22.86,-177.47,'minority'
56,34.57,140.37,'majority'
73,-4.86,153.5,'majority'
566,41.85,130.87,'majority'
0,49.93,78.98,'minority'
231,36.48,70.15,'majority'
43,8.95,-83.49,'minority'
13,10.72,-41.68,'minority'
43,19.05,122.12,'minority'
56,53.97,-165.22,'majority'
33,-1.71,136.05,'minority'
28,-1.18,136.49,'majority'
28,53.64,169.74,'majority'
50,3.48,128.06,'majority'
6,42.8,13.04,'majority'
38,52.23,174,'majority'
3,-60.57,-50.35,'majority'
46,45.09,76.96,'majority'
54,-19.09,168.71,'majority'
35,-2.84,119.57,'majority'
10,1.16,94.2,'minority'
69,-7.17,106.1,'majority'
33,-46.54,165.91,'minority'
601,18.49,145.39,'minority'
24,-1.18,136.59,'majority'
60,51.82,177.12,'minority'
0,73.34,54.73,'majority'
37,-8.4,115.83,'majority'
26,0.66,126,'minority'
17,-10.68,161.35,'minority'
33,-10.58,161.75,'majority'
0,47.79,48.11,'majority'
0,49.96,79.07,'minority'
25,-1.2,136.61,'majority'
71,-13.4,166.7,'minority'
94,-7.76,108.18,'minority'
92,17.89,-68.61,'majority'
24,-9.5,159.26,'minority'
62,-13.32,166.69,'minority'
50,-4.43,102,'minority'
32,-23.61,-174.85,'minority'
3,34.03,59.81,'minority'
36,-16.73,179.99,'minority'
19,-1.94,134.17,'minority'
115,5.89,125.33,'minority'
120,-31.34,-178.72,'majority'
105,4.81,-76.2,'minority'
1,-18.93,-176.52,'majority'
9,34.08,59.8,'minority'
0,49.88,78.84,'minority'
0,34.14,59.92,'majority'
126,28.95,140.94,'minority'
28,1.62,-79.34,'minority'
30,-3.41,102.58,'majority'
0,49.92,78.8,'minority'
56,3.56,126.86,'majority'
33,-4.69,-105.74,'majority'
64,1,126.02,'majority'
0,38.75,-27.75,'minority'
72,6,126.13,'minority'
42,51.31,-178.5,'majority'
36,-17.62,-171.16,'majority'
45,-7.89,156.24,'majority'
0,-54.21,158.78,'minority'
62,-4.7,153.17,'majority'
74,36.47,76.86,'minority'
54,44.51,149.55,'majority'
54,-10.68,161.66,'majority'
49,43.47,146.59,'minority'
35,43.14,146.88,'majority'
2,43.22,146.9,'majority'
52,-6.02,150.12,'majority'
55,-6.04,150.01,'majority'
112,6.33,126.9,'minority'
36,-22.67,171.42,'majority'
25,52.94,-167.7,'minority'
33,52.78,-167.8,'minority'
0,23.86,-45.57,'majority'
494,-4.63,154.89,'majority'
46,16.09,121.94,'majority'
66,9,126.27,'majority'
102,-23.53,-177.27,'minority'
33,-10.87,164.22,'minority'
75,-8.05,108.79,'majority'
38,51.21,173.62,'majority'
57,34.5,140.42,'majority'
38,-14.52,167.93,'majority'
62,-6.03,154.56,'minority'
70,-5.96,154.43,'majority'
0,37.59,-118.8,'minority'
73,-19.42,-69.33,'minority'
55,-18.61,-174.7,'minority'
168,-7.37,128.58,'majority'
56,-5.19,152.19,'majority'
37,-15.25,-173.53,'majority'
29,9.5,126.6,'majority'
16,-30.18,-177.91,'minority'
0,-58.07,-10.68,'majority'
59,-5.24,151.71,'minority'
19,34.81,139.29,'majority'
185,6.63,125.77,'majority'
29,-12.49,166.37,'majority'
48,39.29,22.91,'majority'
55,-29.32,-177.24,'majority'
88,-4.45,143.53,'minority'
97,-29,-69.69,'minority'
0,-21.86,-139,'majority'
588,-17.89,-178.6,'minority'
76,-12.3,166.5,'majority'
131,-20.3,169.61,'minority'
53,-13.09,166.34,'majority'
23,29.63,81.09,'minority'
9,15.93,-88.52,'majority'
39,-15.22,-173.52,'minority'
0,49.94,78.86,'minority'
69,35.53,140.15,'majority'
52,-3.25,142.33,'majority'
128,-15.09,167.31,'majority'
64,-6.3,154.81,'majority'
44,-5.34,103.12,'majority'
0,36.16,1.4,'minority'
3,36.25,1.61,'minority'
0,49.94,79.1,'majority'
117,-6.11,145.54,'majority'
74,-6.22,154.85,'majority'
46,-21.95,170.09,'majority'
65,18.22,-98.2,'minority'
32,-22.3,170.39,'majority'
60,11.78,125.5,'minority'
37,-22.25,169.55,'majority'
5,41.15,-124.3,'majority'
0,-51.49,28.98,'minority'
33,19.57,-69.58,'majority'
1,27.4,88.8,'minority'
0,40.86,15.33,'minority'
221,-19.44,-175.83,'minority'
77,-21.35,-68.1,'majority'
0,49.87,78.97,'majority'
30,-17.59,-172.31,'minority'
84,-21.4,169.87,'minority'
0,49.44,-129.57,'minority'
31,-21.25,-174.41,'majority'
82,30.63,140.85,'minority'
33,-16.29,178.2,'majority'
0,50.01,79.03,'majority'
45,45.98,151.47,'minority'
229,29.28,128.1,'minority'
27,-61.11,-55.54,'majority'
38,38.61,142.91,'majority'
49,38.71,142.75,'minority'
24,-4.56,139.28,'minority'
35,38.28,142.71,'minority'
110,42.48,142.15,'minority'
30,38.18,142.87,'majority'
10,-29.68,60.83,'minority'
22,51.82,176.15,'minority'
6,53.02,162.41,'majority'
23,44.61,149.38,'majority'
41,-22.11,174.76,'majority'
79,-6.04,148.77,'majority'
18,38.23,22.97,'minority'
59,-13.77,166.5,'majority'
32,38.24,23.26,'majority'
33,3.93,-85.88,'majority'
53,18.82,-103.95,'majority'
228,-5.43,146.76,'majority'
109,-19.52,-69.01,'majority'
45,3.43,128.01,'minority'
544,-27.28,-63.27,'majority'
22,45.59,152.24,'majority'
0,14.23,119.13,'majority'
28,37.28,142.28,'majority'
0,49.87,78.9,'minority'
45,-13.4,166.44,'minority'
522,-23.7,179.99,'minority'
49,43.23,149.94,'minority'
217,36.41,71.15,'majority'
36,-1.96,-80.99,'majority'
223,42.65,139.2,'majority'
75,-5.14,154.74,'majority'
140,5.82,126.98,'majority'
0,-48.55,164.7,'majority'
139,-14.75,167.28,'majority'
81,-5.68,151.47,'minority'
0,-49.13,164.63,'majority'
10,-36,-17.08,'minority'
54,44.66,148.92,'majority'
316,16.57,145.48,'majority'
31,29.89,57.72,'minority'
114,-22.29,171.65,'minority'
140,-15.44,167.48,'majority'
11,29.99,57.77,'majority'
41,-21.61,169.66,'majority'
76,-5.18,151.75,'majority'
67,-2.76,139.18,'majority'
102,-22.09,170.9,'minority'
3,48.71,157.37,'minority'
33,-22.89,-175.82,'majority'
74,-5.32,151.52,'majority'
20,-15.08,-173.12,'minority'
21,43.53,147.04,'minority'
37,-21.5,169.61,'minority'
18,30.66,141.78,'majority'
30,35.68,73.6,'minority'
0,49.89,78.98,'minority'
10,24.84,-46.29,'majority'
172,18.34,-68.86,'majority'
101,-6.39,130.72,'majority'
45,-22.22,170.48,'majority'
23,-30.18,-177.96,'majority'
274,-29.41,-179.03,'minority'
10,-4.76,-112.01,'majority'
0,73.32,54.55,'minority'
12,-33.82,-179.44,'majority'
15,50.72,160.4,'majority'
18,-4.52,146.2,'minority'
38,-9.42,159.34,'majority'
606,-20.7,-178.65,'majority'
62,-6.43,154.88,'majority'
31,-11.4,66.3,'majority'
62,-9.98,162.06,'majority'
53,40.3,142.33,'minority'
18,-33.15,-73.1,'minority'
189,-7.11,129.06,'minority'
0,49.88,78.89,'minority'
28,18.18,-102.01,'minority'
10,-31.38,-110.79,'majority'
10,43.56,-127.7,'minority'
21,-20.01,-174.23,'minority'
15,-3.52,143.86,'minority'
57,-32.17,-71.43,'minority'
7,-2.3,22.83,'majority'
39,18.75,120.86,'minority'
38,42.98,146.2,'majority'
594,-20.81,-178.87,'majority'
43,-37.23,179.81,'majority'
35,-6.14,152.03,'majority'
10,23.96,125.92,'minority'
64,-6.39,154.92,'majority'
90,-56.4,-26.54,'majority'
10,39.22,25.25,'minority'
20,-30.01,-177.63,'majority'
8,-30.03,-177.73,'minority'
0,49.9,78.86,'minority'
0,-2.11,139.79,'majority'
30,26.84,142.74,'minority'
607,18,145.67,'minority'
192,-23.1,-177.27,'majority'
177,-12.11,166.67,'majority'
36,-3.41,177.55,'majority'
10,46.99,-66.65,'majority'
38,13.85,124.32,'minority'
36,14.01,124.37,'majority'
10,13.15,-87.56,'majority'
23,-9.53,152.21,'minority'
21,-9.55,152.21,'majority'
10,39.96,24.39,'majority'
25,31.68,82.28,'minority'
62,53.26,-165.65,'minority'
65,16.73,-61.44,'majority'
200,-22.69,-66.62,'majority'
34,-10.89,166.01,'majority'
46,33.67,141.17,'minority'
117,22.33,143.59,'minority'
