"","file","size.majority","size.minority","perc.size.majority","perc.size.minority","DIT","N1.minority","N3.minority","L2.minority","L3.minority","CM.minority","wCM9.minority","wCM11.minority","dwCM9.minority","dwCM11.minority","SVM.acc","SVM.acc_majority","SVM.acc_minority","SVM.gmean","RF.acc","RF.acc_majority","RF.acc_minority","RF.gmean","knn.acc","knn.acc_majority","knn.acc_minority","knn.gmean","NaiveBayes.acc","NaiveBayes.acc_majority","NaiveBayes.acc_minority","NaiveBayes.gmean","J48.acc","J48.acc_majority","J48.acc_minority","J48.gmean","MLP.acc","MLP.acc_majority","MLP.acc_minority","MLP.gmean"
"233","chscase_census3.arff.preproc.gz",208,192,0.52,0.48,"RandomOversampling",0.682089315345213,0.482685953394416,0.446517567275088,0.43322776134478,0.482328114854628,0.455639564245004,0.462979583002669,0.457561503499026,0.461776928071568,0.451256016565088,0.476085946573751,0.424372469635628,0.441420997704028,0.458641897171433,0.497630662020906,0.416504723346829,0.450208130752651,0.482366229098297,0.522555168408827,0.43885290148448,0.476337472466892,0.491276683856853,0.539941927990709,0.438448043184885,0.482833450275437,0.516242381622128,0.972206736353078,0.0221322537112011,0.0267616241444948,0.466248945147679,0.618513356562137,0.301201079622132,0.401014853684208
"234","chscase_census5.arff.preproc.gz",207,193,0.5175,0.4825,"RandomOversampling",0.644825118656444,0.456278933917488,0.459512230741146,0.45607447973713,0.499044176706827,0.464858707557503,0.468709017889741,0.458695874406718,0.461343556042351,0.479285083606814,0.585121951219512,0.365681511470985,0.45709507058595,0.494192647288639,0.549210220673635,0.435290148448043,0.485020746190921,0.471235974370995,0.527746806039489,0.410634278002699,0.463239887563512,0.480154203781841,0.480998838559814,0.479460188933873,0.473759779885702,0.511463978746679,0.961695702671312,0.0286234817813765,0.0563697838258402,0.473687294889826,0.667572590011615,0.266356275303644,0.365962929530292
"235","chscase_health.arff.preproc.gz",26,24,0.52,0.48,"RandomOversampling",0.580190476190476,0.333857142857143,0.183333333333333,0.174523809523809,0.352285714285714,0.338,0.335095238095238,0.34847619047619,0.346619047619048,0.60989898989899,0.514,0.715,0.563530294974087,0.60830303030303,0.616,0.602,0.576201951897122,0.599131313131313,0.537333333333333,0.67,0.564229843785354,0.63579797979798,0.568666666666667,0.711,0.598347288515162,0.538747474747475,0.593333333333333,0.484,0.482879333542415,0.608626262626263,0.595333333333333,0.63,0.576351181128235
"236","chscase_vine1.arff.preproc.gz",28,24,0.538461538461538,0.461538461538462,"RandomOversampling",0.308063241106719,0.222411067193676,0.126679841897233,0.0834387351778656,0.222252964426877,0.174308300395257,0.173359683794466,0.177905138339921,0.16,0.81430303030303,0.804666666666667,0.825,0.802573838219104,0.806222222222222,0.804,0.807,0.791252042890662,0.784646464646465,0.787333333333333,0.781,0.772942592322539,0.799959595959596,0.83,0.764,0.779973975004621,0.749010101010101,0.734,0.766,0.730888318322056,0.78,0.784,0.776,0.767950719863615
"237","chscase_vine2.arff.preproc.gz",256,212,0.547008547008547,0.452991452991453,"RandomOversampling",0.211916786226686,0.0833032042085127,0.473540411286466,0.456513629842181,0.0901429937828791,0.0903318986131038,0.0875002391200383,0.0859359158297466,0.0867178383548542,0.790010186757216,0.817601809954751,0.75655592469546,0.785459204087728,0.858386639212995,0.835987933634993,0.885382059800664,0.859531313082266,0.862807836337584,0.838250377073907,0.892380952380952,0.864111261453276,0.741044636299052,0.748039215686275,0.732524916943522,0.739057037115788,0.854941299714626,0.829351432880845,0.885714285714286,0.855610342269552,0.752411877325434,0.778250377073906,0.720930232558139,0.737238329840971
"238","climate-model-simulation-crashes.arff.preproc.gz",494,46,0.914814814814815,0.0851851851851852,"RandomOversampling",0.0857289349188084,0,0.0841135404679708,0.0549101137961898,0.00010126582278481,0,0,0,0,0.896664745427928,0.956460523603381,0.254444444444444,0.476219694714708,0.907944115769718,0.983780663780664,0.093111111111111,0.229938545604965,0.809581900343282,0.858470418470419,0.284444444444444,0.469342937580076,0.813109040619115,0.81678416821274,0.773111111111111,0.791469919271772,0.881520017402295,0.931177076891363,0.348222222222222,0.552564529957889,0.873892779000384,0.926691403834261,0.306,0.508868795540942
"239","confidence.arff.preproc.gz",60,12,0.833333333333333,0.166666666666667,"RandomOversampling",0.13625,0,0.00208333333333333,0.00145833333333334,0.005,0.00916666666666667,0.00916666666666667,0.00625,0.00625,0.761523809523809,0.718333333333333,0.983333333333333,0.835408585440239,0.834285714285714,0.886666666666667,0.57,0.649148260396474,0.845428571428572,0.853333333333333,0.806666666666667,0.820296351332015,0.766190476190476,0.735,0.923333333333333,0.815921030283282,0.806095238095238,0.86,0.53,0.617495569075107,0.759809523809524,0.743333333333333,0.853333333333333,0.775439321563002
"240","cpu.arff.preproc.gz",156,53,0.746411483253589,0.253588516746411,"RandomOversampling",0.106094193548387,0.00720903225806452,0.00112258064516129,0.0137883870967742,0.0216348387096774,0.0245122580645161,0.0306103225806452,0.0147458064516129,0.0161896774193548,0.960666612646193,0.952520161290323,0.984545454545455,0.968033766502975,0.970851362666451,0.981431451612903,0.940181818181818,0.960015592566951,0.961640601788078,0.966673387096774,0.946545454545454,0.955775894194774,0.924619560813548,0.90375,0.986181818181818,0.943565918408112,0.960302784755422,0.964858870967742,0.946727272727273,0.954688574153752,0.96928774005348,0.981350806451613,0.933636363636364,0.956404809851174
"241","diabetes.arff.preproc.gz",500,268,0.651041666666667,0.348958333333333,"RandomOversampling",0.33265,0.10985,0.27925,0.2159,0.1948,0.1022,0.1092,0.089,0.0859,0.735665053900348,0.7462,0.716121593291405,0.729782874154179,0.757532467532468,0.812,0.655988819007687,0.728432041360732,0.714838298955946,0.7456,0.657554157931516,0.6990075628277,0.741386979034038,0.7762,0.676519916142558,0.723538746229536,0.721226551226551,0.7538,0.660398322851153,0.703596887053018,0.7283736524913,0.7516,0.685073375262054,0.714847983644038
"242","diggle_table_a1.arff.preproc.gz",25,23,0.520833333333333,0.479166666666667,"RandomOversampling",0.581,0.321,0.304,0.2525,0.289,0.218,0.193,0.225,0.204,0.635111111111111,0.572,0.703,0.612138959347392,0.583111111111111,0.552,0.621,0.558711323818482,0.628666666666667,0.54,0.723,0.605510811810032,0.635111111111111,0.548,0.731,0.609332325396936,0.618222222222222,0.492,0.752,0.56954853565265,0.639777777777778,0.58,0.706,0.61436068587901
"243","disclosure_x_bias.arff.preproc.gz",345,317,0.521148036253776,0.478851963746224,"RandomOversampling",0.687898550724638,0.425,0.353188405797101,0.332427536231884,0.458550724637681,0.437971014492754,0.443260869565217,0.421304347826087,0.422028985507246,0.538072453861928,0.51536231884058,0.562832341269841,0.533758041096159,0.504071542492595,0.527826086956522,0.478214285714286,0.49993585647445,0.503167008430166,0.499420289855072,0.507157738095238,0.501374793295596,0.554101161995899,0.471884057971015,0.643581349206349,0.548272736875403,0.514196855775803,0.904927536231884,0.0893253968253968,0.0675838780197974,0.533364092048303,0.702028985507246,0.349265873015873,0.448449527749929
"244","disclosure_x_tampered.arff.preproc.gz",335,327,0.506042296072508,0.493957703927492,"RandomOversampling",0.697388059701492,0.499253731343284,0.51410447761194,0.517873134328358,0.518731343283582,0.511641791044776,0.518507462686567,0.50544776119403,0.507910447761194,0.515714285714286,0.59044776119403,0.439109557109557,0.505668890735579,0.486820460241513,0.513134328358209,0.459841491841492,0.483697273846272,0.495755297334245,0.522388059701492,0.468470862470863,0.493384245828634,0.537589428115744,0.637910447761194,0.434792540792541,0.524185264992293,0.50468671679198,0.965074626865672,0.033025641025641,0.0654828767615627,0.494104579630895,0.00686567164179105,0.993277389277389,0.0261551861614529
"245","ecoli.arff.preproc.gz",193,143,0.574404761904762,0.425595238095238,"RandomOversampling",0.0847205697528278,0.0329074151654797,0.026817762882279,0.0114030163385002,0.0160636782572266,0.0136087138667784,0.0130892333472979,0.0133472978634269,0.0119212400502723,0.969607843137255,0.960580296896086,0.98179802955665,0.970905239747014,0.965392156862745,0.962658569500675,0.969064039408867,0.965617042011707,0.964010695187166,0.950796221322537,0.981847290640394,0.965937089550405,0.844973262032086,0.731133603238866,0.998620689655172,0.852370521074004,0.949661319073084,0.956450742240216,0.940492610837438,0.947997714194687,0.961541889483066,0.958556005398111,0.965541871921182,0.961717099980006
"246","flags.arff.preproc.gz",125,69,0.644329896907217,0.355670103092784,"RandomOversampling",0.3488,0.1002,0.0362,0.2052,0.1962,0.1238,0.1324,0.1118,0.1102,0.738191632928475,0.7504,0.716373626373626,0.730010137601816,0.738677462887989,0.8072,0.615054945054945,0.700769517633713,0.673792172739541,0.708,0.612087912087912,0.651676182400273,0.712928475033738,0.8432,0.476813186813187,0.627473341882161,0.672199730094467,0.6984,0.624395604395604,0.649914602305734,0.760350877192982,0.8248,0.643626373626374,0.725133473051812
"247","hayes-roth.arff.preproc.gz",81,51,0.613636363636364,0.386363636363636,"RandomOversampling",0.311764423076923,0.0422740384615385,0.349456730769231,0.306372596153846,0.141057692307692,0.261163461538462,0.283399038461539,0.196663461538462,0.210870192307692,0.732307692307692,0.804044117647059,0.617818181818182,0.691591199604487,0.78510989010989,0.808676470588235,0.747272727272727,0.771741787022512,0.659505494505495,0.651691176470588,0.671818181818182,0.651918859903982,0.602472527472527,0.587573529411765,0.625818181818182,0.599105715741375,0.786703296703297,0.778970588235294,0.798727272727273,0.782048329954371,0.776868131868132,0.874191176470588,0.621818181818182,0.726917575799644
"248","heart-statlog.arff.preproc.gz",150,120,0.555555555555556,0.444444444444444,"RandomOversampling",0.311333333333333,0.164666666666667,0.1555,0.10575,0.181,0.161166666666667,0.168166666666667,0.143833333333333,0.149666666666667,0.822222222222222,0.838666666666667,0.801666666666667,0.817981329820556,0.821851851851852,0.853333333333333,0.7825,0.815294685623699,0.812962962962963,0.815333333333333,0.81,0.81082676480855,0.842962962962963,0.86,0.821666666666667,0.83879989579477,0.768148148148148,0.790666666666667,0.74,0.762099383863352,0.78037037037037,0.790666666666667,0.7675,0.776203110011465
"249","hutsof99_logis.arff.preproc.gz",36,34,0.514285714285714,0.485714285714286,"RandomOversampling",0.472241379310345,0.329211822660099,0.211059113300493,0.184852216748769,0.30204433497537,0.319507389162562,0.311896551724138,0.314532019704434,0.309729064039409,0.749567765567765,0.7925,0.703809523809524,0.736630577177535,0.719428571428571,0.725714285714286,0.712380952380952,0.707716312218707,0.724139194139194,0.734642857142857,0.711428571428571,0.712949375899975,0.740278388278388,0.755,0.724761904761904,0.729820601248376,0.631655677655678,0.599285714285714,0.665238095238095,0.610736748654428,0.68967032967033,0.700357142857143,0.676666666666667,0.676419724494934
"250","ilpd.arff.preproc.gz",416,167,0.713550600343053,0.286449399656947,"RandomOversampling",0.31568562538442,0.0459745287456131,0.0851586526285321,0.0687827888129093,0.117852129237671,0.0559492022142625,0.0587765476319693,0.0421880314048989,0.0436305582691125,0.619712069215284,0.529099254159495,0.845365418894831,0.667428228110627,0.694070943667671,0.798568559954102,0.433885918003565,0.585335022033289,0.62253208250286,0.635077452667814,0.591319073083779,0.609451214359481,0.549040721925,0.386781411359724,0.953279857397504,0.605581706191354,0.659565656111536,0.744469305794607,0.448128342245989,0.575678072388427,0.606418973260002,0.528422260470453,0.800570409982175,0.647245987408092
"251","ionosphere.arff.preproc.gz",225,126,0.641025641025641,0.358974358974359,"RandomOversampling",0.152555555555556,0.0596666666666667,0.0633333333333333,0.0371111111111111,0.133666666666667,0.0578888888888889,0.0613333333333333,0.0558888888888889,0.0543333333333333,0.94527967806841,0.977333333333333,0.888,0.930734319277625,0.930744466800805,0.957777777777778,0.882492307692308,0.918611332553452,0.861529175050302,0.976,0.657046153846154,0.798139448437732,0.887983903420523,0.92,0.830830769230769,0.872671466315418,0.897991951710262,0.938222222222222,0.826153846153846,0.878896674311392,0.899432595573441,0.961777777777778,0.788153846153846,0.869065487911371
"252","iris.arff.preproc.gz",100,50,0.666666666666667,0.333333333333333,"RandomOversampling",0.0125,0,0,0,0,0,0,0,0,0.997333333333333,1,0.992,0.995894663844041,1,1,1,1,0.999333333333333,1,0.998,0.99897366596101,1,1,1,1,0.992666666666667,1,0.978,0.988651537469091,1,1,1,1
"253","jEdit_4.2_4.3.arff.preproc.gz",204,165,0.552845528455285,0.447154471544715,"RandomOversampling",0.479649109681281,0.240073320365105,0.316052670956157,0.272308469250337,0.293872512344755,0.254281011521772,0.254774801735747,0.238481221008529,0.235669609456831,0.627419474268789,0.579390243902439,0.686666666666667,0.627093603993607,0.683206219918549,0.714121951219512,0.644848484848485,0.676106969188707,0.63163272861903,0.645036585365854,0.615151515151515,0.627888442804488,0.533343206219919,0.225390243902439,0.913939393939394,0.448137187482726,0.617545353572751,0.597219512195122,0.642424242424242,0.612253223463906,0.601954831543873,0.478780487804878,0.754545454545455,0.59334717738942
"254","jungle_chess_2pcs_endgame_elephant_elephant.arff.preproc.gz",1316,1035,0.559761803487878,0.440238196512122,"RandomOversampling",0.00697198661076988,5.6980056980057e-05,0.0328842813760431,0.26796193385547,1.89933523266857e-05,1.89933523266857e-05,1.89933523266857e-05,1.89933523266857e-05,1.89933523266857e-05,1,1,1,1,1,1,1,1,0.997959163391607,0.996810116372854,0.999420289855072,0.998112920977399,0.804466458869766,0.786936859085148,0.826763285024155,0.806406837509453,1,1,1,1,1,1,1,1
"255","jungle_chess_2pcs_endgame_lion_lion.arff.preproc.gz",1403,949,0.596513605442177,0.403486394557823,"RandomOversampling",0.0454022599892382,0.00917663884140234,0.0286534667295235,0.161699087147204,0.00908763926520985,0.00896279858984799,0.00901629039861715,0.00769775699480796,0.00778677244394074,0.973685010565626,0.970351804778851,0.97861208576998,0.974431803399876,0.994941223065938,0.994723945094052,0.995261487050961,0.994982362766992,0.972577898650707,0.96928139298424,0.977452520189362,0.973324476434631,0.865440433401112,0.876057447890188,0.84974380395433,0.862697860146954,0.989073931640849,0.990875444839858,0.986411027568922,0.98862180939956,0.991073848229281,0.993371377732588,0.987674742411584,0.99050266194485
"256","kc2.arff.preproc.gz",415,107,0.795019157088123,0.204980842911877,"RandomOversampling",0.171867469879518,0.00572289156626505,0.204879518072289,0.154246987951807,0.0284939759036145,0.0418674698795181,0.0533734939759036,0.0380722891566265,0.048855421686747,0.780456043956044,0.78144578313253,0.776190476190476,0.776501583717092,0.803805860805861,0.866024096385542,0.562251082251082,0.694123681829963,0.606657509157509,0.595421686746988,0.64995670995671,0.61848667720811,0.835434065934066,0.93710843373494,0.44047619047619,0.637737306144767,0.794655677655678,0.86144578313253,0.535064935064935,0.673703313909924,0.719771062271062,0.696626506024096,0.808961038961039,0.744364717165043
"257","kc3.arff.preproc.gz",415,43,0.906113537117904,0.0938864628820961,"RandomOversampling",0.0891566265060241,0,0.154397590361446,0.129849397590361,0.000120481927710843,0.000180722891566265,0.000180722891566265,0,0,0.804799331103679,0.83421686746988,0.521111111111111,0.649966037733475,0.892582417582418,0.961927710843374,0.221666666666667,0.426952941587344,0.844522216913521,0.889638554216867,0.408333333333333,0.584265721815737,0.841708074534161,0.885542168674699,0.418333333333333,0.601977863798583,0.865480172001911,0.918072289156627,0.356944444444444,0.558407021277095,0.845023889154324,0.898313253012048,0.330833333333333,0.52778395870675
"258","KnuggetChase3.arff.preproc.gz",158,36,0.814432989690722,0.185567010309278,"RandomOversampling",0.191134858142732,0.00538307711536058,0.151436070491189,0.122545306836645,0.0257742782152231,0.0112223472065992,0.0159767529058868,0.00680289963754531,0.00822397200349957,0.733976383265857,0.810020161290323,0.399642857142857,0.548611566691855,0.784884615384615,0.898629032258065,0.286071428571429,0.457574667242608,0.720441970310391,0.785403225806452,0.436428571428572,0.572559443721484,0.78009649122807,0.865625,0.404642857142857,0.573631496874487,0.749460863697706,0.817681451612903,0.45,0.595821185513554,0.747985829959514,0.844354838709677,0.325357142857143,0.490943163360881
"259","KungChi3.arff.preproc.gz",107,16,0.869918699186992,0.130081300813008,"RandomOversampling",0.116823529411765,0.000235294117647058,0.019608755129959,0.00816415868673051,0.00397264021887825,0.00210123119015048,0.00163611491108071,0.000235294117647058,0.000235294117647058,0.853830769230769,0.912424242424242,0.47,0.580822115800712,0.833128205128205,0.91965367965368,0.258333333333333,0.369691859331422,0.821302564102564,0.885844155844156,0.393333333333333,0.52848122234321,0.806828205128205,0.838354978354978,0.6,0.676197861581612,0.805125641025641,0.873636363636364,0.351666666666667,0.459461494410661,0.84998717948718,0.898051948051948,0.533333333333333,0.653781057383817
"260","lowbwt.arff.preproc.gz",99,90,0.523809523809524,0.476190476190476,"RandomOversampling",0.320962025316456,0.216167721518987,0.286860759493671,0.296341772151899,0.26820253164557,0.254819620253165,0.267189873417722,0.238895569620253,0.256329113924051,0.836102418207681,1,0.655555555555556,0.807111090350743,0.832930298719773,0.911,0.746666666666667,0.821222036464264,0.804310099573257,0.828105263157895,0.777777777777778,0.798820116391872,0.820711237553343,0.900947368421053,0.732222222222222,0.81012909327734,0.810711237553343,0.909105263157895,0.702222222222222,0.794731829383521,0.795177809388336,0.812315789473684,0.775555555555556,0.788546345628019
"261","lungcancer_GSE31210.arff.preproc.gz",191,35,0.845132743362832,0.154867256637168,"RandomOversampling",0.150653594771242,0.00104575163398693,0.0606071551427588,0.103653250773994,0.011905744754042,0.00130718954248366,0.00209322325421397,0.00104575163398693,0.00104575163398693,0.834541062801932,0.907894736842105,0.434285714285714,0.604981052163974,0.880492753623188,0.969595141700405,0.394285714285714,0.601548090584507,0.781004830917874,0.83310391363023,0.497142857142857,0.630525687280154,0.734521739130435,0.763346828609986,0.577142857142857,0.654064525711644,0.793371980676329,0.868609986504723,0.382857142857143,0.557491880007267,0.842492753623188,0.903751686909582,0.508571428571429,0.663402388928704
"262","lymph.arff.preproc.gz",81,67,0.547297297297297,0.452702702702703,"RandomOversampling",0.306475961538462,0.134264423076923,0.0543076923076923,0.118550480769231,0.133923076923077,0.11575,0.1181875,0.113283653846154,0.107427884615385,0.843397107897664,0.896323529411765,0.77989010989011,0.832378133550915,0.849933259176863,0.901102941176471,0.788351648351648,0.83897285594313,0.847595847237671,0.8725,0.817912087912088,0.842304308562093,0.779201334816463,0.912352941176471,0.617802197802198,0.738944729470845,0.786763070077864,0.796102941176471,0.775824175824176,0.781701266462882,0.82764404894327,0.847720588235294,0.803846153846154,0.822025752957627
"263","mbagrade.arff.preproc.gz",32,29,0.524590163934426,0.475409836065574,"RandomOversampling",0.458738461538462,0.257907692307692,0.442769230769231,0.434461538461538,0.270553846153846,0.416984615384615,0.447815384615385,0.412369230769231,0.432153846153846,0.645384615384615,0.831904761904762,0.441333333333333,0.568026945623566,0.649428904428904,0.844761904761905,0.434666666666667,0.55863406192215,0.569324009324009,0.510476190476191,0.636666666666667,0.533632325649975,0.634592074592074,0.655238095238095,0.611333333333333,0.612484887582365,0.58039627039627,0.758571428571429,0.383333333333333,0.408950694899876,0.64551282051282,0.864285714285714,0.404,0.533610098527406
"264","mc2.arff.preproc.gz",109,52,0.677018633540373,0.322981366459627,"RandomOversampling",0.340841170323929,0.0830433646812957,0.20391065830721,0.150474137931034,0.215138453500522,0.119033437826541,0.136225182863114,0.0864759665621734,0.100005224660397,0.69843169599218,0.753549783549784,0.582727272727273,0.656278075027109,0.700548020527859,0.841298701298701,0.405090909090909,0.573842592219684,0.693727394916911,0.777099567099567,0.518363636363636,0.626324055463216,0.732165200391007,0.911038961038961,0.357272727272727,0.558952975912027,0.667989369501466,0.756753246753247,0.481454545454545,0.588171169977081,0.687000244379277,0.783593073593074,0.484909090909091,0.603164916481843
"265","MeanWhile1.arff.preproc.gz",226,27,0.893280632411067,0.106719367588933,"RandomOversampling",0.101106200122775,0,0.133967464702271,0.0984125230202579,0.000886433394720688,0.000443216697360344,0.000443216697360344,0.000220994475138122,0.000220994475138122,0.819413574660633,0.865961352657005,0.429333333333333,0.586486991930046,0.866056711915535,0.939410628019324,0.250666666666667,0.411112474582716,0.784777978883861,0.827961352657005,0.424666666666667,0.575297494157727,0.758358672699849,0.775333333333333,0.616666666666667,0.677855963092009,0.821023529411765,0.883149758454106,0.301333333333333,0.454914752902464,0.831988838612368,0.887623188405797,0.368,0.545866999185457
"266","MegaWatt1.arff.preproc.gz",226,27,0.893280632411067,0.106719367588933,"RandomOversampling",0.100995702885206,0,0.144020257826888,0.100596992019644,0.000220994475138122,0.000220994475138122,0.000220994475138122,0,0,0.816144796380091,0.865893719806763,0.4,0.559914484614545,0.867149019607843,0.936685990338164,0.285333333333333,0.483828522553461,0.777386123680241,0.822541062801932,0.401333333333333,0.555512314425078,0.751133333333333,0.768705314009662,0.604666666666667,0.661312836172165,0.816206033182504,0.874299516908213,0.333333333333333,0.486075632965452,0.821428355957768,0.876589371980676,0.360666666666667,0.520750531916178
"267","mofn-3-7-10.arff.preproc.gz",1032,292,0.779456193353474,0.220543806646526,"RandomOversampling",0.12977207425343,0,0,0.226368493653239,0,4.84554993029568e-05,9.69109986059136e-05,4.84554993029568e-05,9.69109986059136e-05,1,1,1,1,0.997584301663249,0.997385676093992,0.998275862068966,0.9978150197916,0.996905331510595,0.996222503634914,0.999316189362946,0.997762899848829,0.985795169742538,0.981778528211622,1,0.990799373074861,1,1,1,1,1,1,1,1
"268","molecular-biology_promoters.arff.preproc.gz",72,34,0.679245283018868,0.320754716981132,"RandomOversampling",0.369104658197217,0.088572292800968,0,0.10068058076225,0.148330308529946,0.07502722323049,0.0705202661826981,0.077816091954023,0.0722625529340593,0.689229437229437,0.836285714285714,0.376666666666667,0.530444574667787,0.677575757575757,0.936,0.12952380952381,0.261568439970561,0.656008658008658,0.711238095238095,0.538571428571428,0.608733255632011,0.684839826839827,0.858571428571429,0.317619047619048,0.469686548412709,0.597796536796537,0.711619047619048,0.354285714285714,0.468364554874247,0.666545454545454,0.809714285714286,0.363809523809524,0.513491548141201
"269","mw1.arff.preproc.gz",372,31,0.923076923076923,0.0769230769230769,"RandomOversampling",0.0744611664745893,0,0.130101688021151,0.0972641402842745,0.000134680134680135,0,0,0,0,0.836026648599819,0.869390990990991,0.436666666666667,0.591204519452673,0.89557625715146,0.952702702702703,0.21,0.387323735313833,0.830578214393255,0.865859459459459,0.409047619047619,0.573180325459912,0.814665010538994,0.836868468468468,0.548571428571429,0.661531186593226,0.859553297199639,0.905131531531531,0.312380952380952,0.472394951853888,0.849404245709124,0.893549549549549,0.320476190476191,0.504439141604814
"270","no2.arff.preproc.gz",251,249,0.502,0.498,"RandomOversampling",0.626789552238806,0.42441144278607,0.301083582089552,0.276577114427861,0.4369592039801,0.415543781094527,0.422119900497512,0.412855721393035,0.414648258706468,0.601879887988799,0.617592156862745,0.585902040816327,0.597941574401059,0.645045724572457,0.670572549019608,0.619330612244898,0.64254799212022,0.59721402140214,0.622290196078431,0.571902040816327,0.594621617491511,0.561660746074607,0.716447058823529,0.405665306122449,0.535043361782825,0.588673787378738,0.662839215686274,0.513967346938776,0.569641908509384,0.571406480648065,0.59838431372549,0.544318367346939,0.555141314293423
"271","oil_spill.arff.preproc.gz",896,41,0.95624332977588,0.0437566702241195,"RandomOversampling",0.0298825802731742,0,0.000809393578146062,0.000139606367312592,0,0,0,0,0,0.938753359929831,0.955361887026691,0.575833333333333,0.735914192857622,0.962975978270096,0.994867783985102,0.265833333333333,0.490606777817375,0.94323402088108,0.967078833022967,0.422222222222222,0.624897033588795,0.351986531986532,0.329638112973308,0.841388888888889,0.514301998348989,0.943978156919333,0.967971446306642,0.419166666666667,0.626096949028514,0.951018872195343,0.969086902545003,0.555555555555556,0.72686214837064
"272","pc1_req.arff.preproc.gz",213,107,0.665625,0.334375,"RandomOversampling",0.198127278981768,0.0376780185758514,0.369726866185071,0.348370141038872,0.0989508083935328,0.178518059855521,0.192114895080839,0.162906776745786,0.175095975232198,0.577300061050061,0.603001107419712,0.526363636363636,0.526952275429731,0.562638202075702,0.564086378737542,0.55961038961039,0.53511106363807,0.48897351953602,0.352624584717608,0.760389610389611,0.514122550710252,0.664392017704518,0.996223698781838,0.00372294372294372,0.0172044746199621,0.55978166971917,0.571738648947951,0.536017316017316,0.519561035992264,0.578773275335775,0.604208194905869,0.528181818181818,0.511419461620071
"273","planning-relax.arff.preproc.gz",130,52,0.714285714285714,0.285714285714286,"RandomOversampling",0.356923076923077,0.0688461538461539,0.406538461538462,0.379711538461538,0.188269230769231,0.0811538461538462,0.0915384615384616,0.0590384615384615,0.0590384615384615,0.530750750750751,0.609230769230769,0.335636363636364,0.43690270119506,0.643198198198198,0.826923076923077,0.185454545454546,0.353493601830247,0.569204204204204,0.643076923076923,0.384363636363636,0.486199062929251,0.446546546546547,0.48,0.363090909090909,0.405365116512129,0.537312312312312,0.583076923076923,0.424,0.405885810204223,0.564309309309309,0.663076923076923,0.317636363636364,0.437127105485166
"274","pm10.arff.preproc.gz",254,246,0.508,0.492,"RandomOversampling",0.629630541871921,0.415550565053608,0.447427315753888,0.443290592098909,0.45580121703854,0.435325992465952,0.440149715058437,0.425187385298947,0.429521394764802,0.548361676167617,0.600282352941176,0.494848979591837,0.540226086353705,0.61805300530053,0.646619607843137,0.588734693877551,0.614814512800131,0.566822642264227,0.610650980392157,0.521673469387755,0.561627644866898,0.531747254725473,0.662972549019608,0.396318367346939,0.507028142210061,0.518902810281028,0.751654901960784,0.278440816326531,0.373201576997624,0.524809200920092,0.561113725490196,0.487461224489796,0.496696727410642
"275","postoperative-patient-data.arff.preproc.gz",64,24,0.727272727272727,0.272727272727273,"RandomOversampling",0.356613876319758,0.0402488687782805,0.2763197586727,0.30776395173454,0.126176470588235,0.209027149321267,0.222247360482655,0.151161387631976,0.154653092006033,0.475833333333333,0.519102564102564,0.365,0.396015410110387,0.518472222222222,0.681410256410256,0.082,0.13771510970416,0.455972222222222,0.528076923076923,0.264,0.323319632525037,0.484166666666667,0.513974358974359,0.409,0.417463674904742,0.510416666666667,0.604230769230769,0.262,0.327232436147092,0.57,0.718846153846154,0.173,0.264739328559661
"276","prnn_fglass.arff.preproc.gz",138,76,0.644859813084112,0.355140186915888,"RandomOversampling",0.261431613431613,0.074997542997543,0.165755937755938,0.1279180999181,0.113600327600328,0.0677477477477477,0.0813382473382473,0.0554234234234234,0.0619475839475839,0.734246954595792,0.743809523809524,0.7175,0.725558338410871,0.846188966072687,0.908121693121693,0.734166666666667,0.81401743543714,0.789192086982785,0.811005291005291,0.750166666666667,0.776316268603535,0.583112856136112,0.395873015873016,0.923416666666667,0.598407482879104,0.749061210107722,0.807619047619048,0.643583333333333,0.714519768046301,0.744719621463807,0.761005291005291,0.716083333333333,0.730916260755688
"277","pwLinear.arff.preproc.gz",103,97,0.515,0.485,"RandomOversampling",0.37982662356744,0.112606523655598,0.109970614163973,0.0714898618865707,0.0686746987951807,0.168709961798413,0.159712018806935,0.1684778136938,0.156323831913018,0.879728580362727,0.900285714285714,0.857894736842105,0.877154725129572,0.894025015634772,0.895238095238095,0.892631578947368,0.892570557173596,0.83200469043152,0.833,0.830947368421053,0.829829099674562,0.836102876797999,0.852380952380952,0.818736842105263,0.833144343843462,0.859833646028768,0.88847619047619,0.82921052631579,0.855535925766283,0.862534396497811,0.879857142857143,0.843947368421053,0.860508416664426
"278","qsar-biodeg.arff.preproc.gz",699,356,0.662559241706161,0.337440758293839,"RandomOversampling",0.195171479683108,0.0439906721185791,0.106689879887554,0.0731938729874776,0.0704939943777153,0.0490336059289548,0.0545414643496039,0.0399138768208536,0.0425600562228469,0.869852190612452,0.878693730729702,0.852503912363067,0.865119483645279,0.873649949114941,0.914175745118191,0.794080594679186,0.851456553265743,0.839230392219483,0.832627954779034,0.852230046948357,0.842075818019954,0.706836018105713,0.587160328879753,0.941827073552426,0.742905248102802,0.826344285331051,0.8603802672148,0.759526604068858,0.807954618889158,0.852409486337681,0.861096608427544,0.835485133020344,0.846870016861021
